POSTE,HEURE,VITESSE,DEBIT (VEH/6min)
69,07:42,35.16,13.17
69,07:48,35.59,14.83
69,07:54,35.27,13.83
69,08:00,35.02,13.33
69,08:06,33.44,15.17
69,08:12,36.14,10.83
69,08:18,33.78,13.17
69,08:24,33.45,13
69,08:30,30.94,12
69,08:36,32.96,12.5
69,08:42,31.51,13.33
69,08:48,30.82,15
69,08:54,31.36,12.67
69,09:00,32.46,12.33
69,09:06,33.12,14.33
69,09:12,29.81,14.67
69,09:18,32.64,15.5
69,09:24,30.39,18
69,09:30,31.77,21.83
69,09:36,31.09,24.33
69,09:42,29.17,25
69,09:48,30.63,25
69,09:54,29.91,28.17
69,10:00,29.28,25.17
69,10:06,28.01,28.5
69,10:12,28.86,33
69,10:18,27.24,36.17
69,10:24,27.82,37.83
69,10:30,28.11,39
69,10:36,28.27,37.67
69,10:42,27.33,36.67
69,10:48,26.84,41.17
69,10:54,26.92,42
69,11:00,25.95,42.5
69,11:06,25.51,44.33
69,11:12,26.5,45
69,11:18,25.22,46.83
69,11:24,26.49,42
69,11:30,28.1,43.67
69,11:36,27.51,49.33
69,11:42,27.62,44.83
69,11:48,28.46,50.33
69,11:54,29.79,48.83
69,12:00,26.9,52.17
69,12:06,27.59,56.17
69,12:12,25.92,50.83
69,12:18,26.19,46.67
69,12:24,27.45,41.67
69,12:30,28.08,41.33
69,12:36,27.52,44.17
69,12:42,28.63,38.33
69,12:48,30.52,35.67
69,12:54,30.12,31
69,13:00,28.36,38.67
69,13:06,29.56,36.5
69,13:12,29.21,40.67
69,13:18,28.01,36.67
69,13:24,28.14,41.83
69,13:30,29.72,42.83
69,13:36,29.11,42.67
69,13:42,28.94,45.83
69,13:48,27.99,39.67
69,13:54,29.39,42.33
69,14:00,30.44,41
69,14:06,29.48,65.17
69,14:12,29.01,61.83
69,14:18,28.86,53
69,14:24,27.18,45.17
69,14:30,26.45,49.5
69,14:36,27.23,45.67
69,14:42,27.86,43
69,14:48,26.92,47.67
69,14:54,26.71,47.5
69,15:00,27.49,49.67
69,15:06,26.55,44.83
69,15:12,26.68,48.83
69,15:18,27.9,47.83
69,15:24,25.5,48.33
69,15:30,25.94,49.17
69,15:36,25.14,53
69,15:42,27.67,45.83
69,15:48,25.66,55.67
69,15:54,27.69,62.33
69,16:00,27.52,51.33
69,16:06,26.7,63.67
69,16:12,26.68,70
69,16:18,25.15,71.17
69,16:24,24.61,63.17
69,16:30,25.92,61.33
69,16:36,26.13,76
69,16:42,25.7,63
69,16:48,25.71,64.67
69,16:54,24.84,58.17
69,17:00,24.59,73.67
69,17:06,23.96,83.83
69,17:12,21.95,79.33
69,17:18,22.54,74.33
69,17:24,21.74,76.33
69,17:30,21.02,72.67
69,17:36,21.8,69.5
69,17:42,20.06,67.67
69,17:48,22.63,55.5
69,17:54,21.83,55.83
69,18:00,23.1,54.83
69,18:06,20.38,74.83
69,18:12,20.76,71.67
69,18:18,21.79,59.67
69,18:24,22.29,57.17
69,18:30,25.24,52.5
69,18:36,24.72,49.83
69,18:42,25.71,45.5
69,18:48,27.08,46.17
69,18:54,27.13,46.33
69,19:00,27.59,47.5
69,19:06,26.47,54.33
69,19:12,27.47,51
69,19:18,28.9,37
69,19:24,29.16,40.17
69,19:30,29.17,36.17
69,19:36,30,37.17
69,19:42,31.1,35
69,19:48,29.88,30
69,19:54,29.23,32.83
69,20:00,31.17,32.33
69,20:06,31.09,38.5
69,20:12,31.44,32
69,20:18,31.91,26
69,20:24,32.24,20.5
69,20:30,30.38,21.83
69,20:36,30.57,18.5
69,20:42,31.58,17.17
69,20:48,32.08,13.83
69,20:54,32.35,11
69,21:00,30.94,9.83
69,21:06,29.44,8.67
69,21:12,32.11,9.83
69,21:18,31.23,9.83
69,21:24,29.36,7.67
69,21:30,33.01,7.33
69,21:36,31.65,7
69,21:42,32.32,6.67
69,21:48,35.07,5.5
69,21:54,29.53,6.67
69,22:00,33.08,9.17
69,22:06,34.89,21.83
69,22:12,33.42,16.67
69,22:18,31.04,5.17
69,22:24,34.06,3.5
69,22:30,34.96,3.5
69,22:36,26.31,3.67
69,22:42,32.67,2.83
69,22:48,29,3.67
69,22:54,29.65,4
69,23:00,35.88,3.67
69,23:06,29.72,2
69,23:12,33.33,2
69,23:18,29.72,2
69,23:24,28.06,1.33
69,23:30,33.33,1.83
69,23:36,36.28,2.33
69,23:42,18.89,2
69,23:48,30.42,1.33
69,23:54,32,2.67
70,00:00,35,1
70,00:06,28.89,1.5
70,00:12,15,0.33
70,00:18,29.17,0.83
70,00:24,35.56,1.67
70,00:30,20.5,1.17
70,00:36,13.33,0.33
70,00:42,24.17,0.5
70,00:48,20.83,0.5
70,00:54,20,0.67
70,01:00,27.5,1
70,01:06,32.5,1
70,01:12,17.5,0.5
70,01:18,0,0
70,01:24,13.33,0.33
70,01:30,7.5,0.17
70,01:36,20.83,0.5
70,01:42,20.83,0.5
70,01:48,5.83,0.17
70,01:54,20.83,0.67
70,02:00,25,0.83
70,02:06,13.33,0.5
70,02:12,0,0
70,02:18,28.61,1.17
70,02:24,24.17,0.83
70,02:30,13.33,0.33
70,02:36,20,0.67
70,02:42,5.83,0.17
70,02:48,13.33,0.33
70,02:54,5.83,0.17
70,03:00,7.5,0.17
70,03:06,7.5,0.17
70,03:12,0,0
70,03:18,20.83,0.83
70,03:24,9.17,0.17
70,03:30,41.39,1.83
70,03:36,39.44,1.33
70,03:42,30,1
70,03:48,40.83,1.67
70,03:54,30,0.83
70,04:00,34.58,1.67
70,04:06,20,0.67
70,04:12,20,0.67
70,04:18,24.17,1
70,04:24,40.42,2.83
70,04:30,33.19,2.5
70,04:36,27.78,1.33
70,04:42,40.83,2
70,04:48,40.83,2.33
70,04:54,30.83,1.33
70,05:00,36.83,3.83
70,05:06,30.56,1.83
70,05:12,41.06,3
70,05:18,40.89,4.83
70,05:24,40.23,5.17
70,05:30,41.52,7.67
70,05:36,41.48,6
70,05:42,41.42,7
70,05:48,38.59,7.5
70,05:54,39.48,8.33
70,06:00,40.3,10.17
70,06:06,39.79,12
70,06:12,40.68,14.83
70,06:18,40.91,18.83
70,06:24,40.72,25
70,06:30,38.79,27.33
70,06:36,40.89,27.33
70,06:42,41.29,33.5
70,06:48,41.36,39.33
70,06:54,40.8,51.17
70,07:00,41.07,52.5
70,07:06,41.3,36.5
70,07:12,40.46,37
70,07:18,40.32,36.5
70,07:24,40.53,30.67
70,07:30,42.53,23.5
70,07:36,41.06,23.17
70,07:42,41.09,22.67
70,07:48,41.5,24.5
70,07:54,42.46,21.83
70,08:00,42.45,20.17
70,08:06,42.06,22.5
70,08:12,41.08,18.33
70,08:18,43.09,16.33
70,08:24,41.9,21
70,08:30,41.73,19.67
70,08:36,41.59,20
70,08:42,40.49,16.5
70,08:48,41.39,11
70,08:54,42.22,15.33
70,09:00,41.16,11.83
70,09:06,40.22,10.83
70,09:12,41.19,16.17
70,09:18,42.15,14
70,09:24,40.18,17.17
70,09:30,39.98,18.17
70,09:36,41,19.67
70,09:42,42.01,14.83
70,09:48,41.44,17.67
70,09:54,41.53,20.83
70,10:00,40.87,15.33
70,10:06,40.87,14.83
70,10:12,41.3,18.83
70,10:18,41.55,20.67
70,10:24,40.92,17.5
70,10:30,40.93,21.17
70,10:36,40.64,19.17
70,10:42,40.96,20.5
70,10:48,40.76,16.67
70,10:54,41.32,16.67
70,11:00,42.06,17.17
70,11:06,40.68,17.5
70,11:12,41.47,18.83
70,11:18,40.39,24.33
70,11:24,41.34,19.67
70,11:30,40.64,21.17
70,11:36,41.85,23.83
70,11:42,42.07,21.83
70,11:48,41.9,15.5
70,11:54,41.66,14.83
70,12:00,41.75,20.67
70,12:06,41.29,30.33
70,12:12,41.79,24.17
70,12:18,41.14,19.83
70,12:24,41.72,21.17
70,12:30,41.07,19
70,12:36,42.05,17.67
70,12:42,42.14,17.67
70,12:48,41.89,17.67
70,12:54,42.56,17.83
70,13:00,41.41,14.17
70,13:06,42.2,18.83
70,13:12,42.46,20.5
70,13:18,40.94,17.67
70,13:24,41.66,21.67
70,13:30,42.75,21.83
70,13:36,41.01,21.33
70,13:42,40.81,20
70,13:48,41.39,23.17
70,13:54,41.54,23.17
70,14:00,40.77,21.33
70,14:06,41.43,20.5
70,14:12,40.47,18.83
70,14:18,41.12,18.83
70,14:24,40.38,22.67
70,14:30,41.95,18.67
70,14:36,41.79,20
70,14:42,41.74,19.67
70,14:48,42.03,19.67
70,14:54,41.98,17.5
70,15:00,41.36,18.33
70,15:06,41.02,20.67
70,15:12,40.46,23
70,15:18,39.58,22
70,15:24,41,18.33
70,15:30,41.64,17.33
70,15:36,41.93,19.33
70,15:42,40.81,18.67
70,15:48,40.23,21.67
70,15:54,40.53,21.83
70,16:00,40.97,21.33
70,16:06,41.93,23.5
70,16:12,42.14,22.17
70,16:18,41.65,19.17
70,16:24,40.73,18.33
70,16:30,40.48,17.83
70,16:36,40.93,17.83
70,16:42,41.79,21.17
70,16:48,40.94,21.83
70,16:54,40.13,20.33
70,17:00,41.36,22.33
70,17:06,40.61,29
70,17:12,41.29,30.5
70,17:18,40.52,23.33
70,17:24,40.24,17.5
70,17:30,39.38,22
70,17:36,40.81,23.17
70,17:42,41.09,12.17
70,17:48,40.54,16.33
70,17:54,40.55,17.33
70,18:00,41.44,17.67
70,18:06,41.19,24.17
70,18:12,40.68,17.5
70,18:18,40.76,14.83
70,18:24,41.4,16.83
70,18:30,40.33,12.83
70,18:36,41.37,16.83
70,18:42,43.14,13.67
70,18:48,41.87,16.33
70,18:54,41.29,14
70,19:00,41.65,16.5
70,19:06,40.45,17.17
70,19:12,40.76,15
70,19:18,41.22,16.33
70,19:24,41.31,15.83
70,19:30,41.49,13.5
70,19:36,42.63,12.67
70,19:42,42.1,10
70,19:48,41.1,10.17
70,19:54,42.15,12
70,20:00,41.91,10
70,20:06,41.71,10.83
70,20:12,43.38,13.67
70,20:18,44.5,7.67
70,20:24,43.12,7.67
70,20:30,42.64,7.17
70,20:36,40.89,6.83
70,20:42,41.89,6.33
70,20:48,41.81,5.33
70,20:54,40.44,6.33
70,21:00,42.03,5
70,21:06,42.33,4.67
70,21:12,42.15,5.17
70,21:18,32.29,4
70,21:24,42.74,4.33
70,21:30,39.78,4.33
70,21:36,41.38,5.83
70,21:42,40.88,4.5
70,21:48,43.17,4.5
70,21:54,38.72,2.83
70,22:00,42.85,6.33
70,22:06,40.65,4.83
70,22:12,43.92,4.83
70,22:18,41.02,4.17
70,22:24,42.5,3.17
70,22:30,41.92,3.83
70,22:36,45.83,2
70,22:42,34.17,3.17
70,22:48,38.61,2.5
70,22:54,34.39,2.83
70,23:00,42.01,3
70,23:06,35.83,1.5
70,23:12,28.12,2.67
70,23:18,29.31,1.83
70,23:24,41.89,3
70,23:30,40.17,2
70,23:36,31.67,1.17
70,23:42,30.42,1.5
70,23:48,41.25,2
70,23:54,35.56,1.83
164,00:00,31.04,5.71
164,00:06,26.24,3
164,00:12,24.21,3.86
164,00:18,27.42,4
164,00:24,29.21,4.29
164,00:30,36.05,3.57
164,00:36,31.71,2.71
164,00:42,34.21,3.14
164,00:48,30.29,2.43
164,00:54,33.21,2.14
164,01:00,26.55,2.29
164,01:06,35.36,1.86
164,01:12,26.43,1.71
164,01:18,30.6,1.57
164,01:24,29.52,1.71
164,01:30,17.07,2.71
164,01:36,20.36,1.57
164,01:42,30.48,1.71
164,01:48,9.29,0.43
164,01:54,16.43,0.57
164,02:00,17.29,1.14
164,02:06,14.76,1
164,02:12,40.24,1.57
164,02:18,13.57,0.71
164,02:24,12.29,0.86
164,02:30,10,0.86
164,02:36,19.29,0.86
164,02:42,22.86,0.57
164,02:48,27.14,0.86
164,02:54,19.29,1.14
164,03:00,25.71,0.57
164,03:06,8.57,0.43
164,03:12,11.19,0.71
164,03:18,12.86,0.29
164,03:24,22.86,0.86
164,03:30,10.71,0.57
164,03:36,14.64,0.71
164,03:42,10.71,0.14
164,03:48,16.43,0.71
164,03:54,24.76,1.29
164,04:00,24.29,0.57
164,04:06,31.9,2.29
164,04:12,36.55,2
164,04:18,26.19,1.14
164,04:24,32.86,2
164,04:30,34.29,1.14
164,04:36,23.81,2.86
164,04:42,31.43,2.43
164,04:48,30.71,1.43
164,04:54,34.38,3.86
164,05:00,37.75,6.86
164,05:06,31.74,8
164,05:12,31.84,7.29
164,05:18,34.32,5.43
164,05:24,36.24,7.29
164,05:30,34.18,7.29
164,05:36,32.48,7.14
164,05:42,37.41,7.57
164,05:48,39.07,9.14
164,05:54,36.74,10.86
164,06:00,37.65,12.29
164,06:06,38.55,11
164,06:12,36.67,12.71
164,06:18,37.34,15.71
164,06:24,36.42,18.14
164,06:30,35.47,19.71
164,06:36,37.17,25.71
164,06:42,35.82,36.14
164,06:48,35.38,38.29
164,06:54,34.38,43.71
164,07:00,32.96,47
164,07:06,32.55,51
164,07:12,31.26,57.43
164,07:18,30.54,59.43
164,07:24,30.52,60.57
164,07:30,32.12,56.14
164,07:36,32.23,58.29
164,07:42,32.28,58.14
164,07:48,31.1,62.43
164,07:54,32.21,56.71
164,08:00,29.96,54.43
164,08:06,30.58,60.57
164,08:12,29.22,55.57
164,08:18,31.32,60.86
164,08:24,30.46,54.71
164,08:30,29.28,54.29
164,08:36,30.02,51.86
164,08:42,29.94,51
164,08:48,30.43,46.86
164,08:54,30.32,45.57
164,09:00,30.83,44.29
164,09:06,30.67,44.43
164,09:12,30.81,34.29
164,09:18,30.81,37.43
164,09:24,32.67,41.71
164,09:30,32.02,41.57
164,09:36,32.08,37.14
164,09:42,31.6,41.14
164,09:48,33.36,39.86
164,09:54,33.7,36.43
164,10:00,34.62,38
164,10:06,32.35,42.43
164,10:12,34.08,39.14
164,10:18,32.97,41.29
164,10:24,34.74,38.29
164,10:30,33.97,40.29
164,10:36,35.42,42.43
164,10:42,35.13,38.57
164,10:48,32.81,38.57
164,10:54,34.52,38.14
164,11:00,34.71,38
164,11:06,34.14,41.86
164,11:12,35.66,40.43
164,11:18,34.71,37
164,11:24,35.85,33.71
164,11:30,34.34,38.29
164,11:36,33.8,36.86
164,11:42,35.44,38
164,11:48,33.27,41.29
164,11:54,34.21,37.71
164,12:00,34.33,41
164,12:06,35.88,39.33
164,12:12,34.62,38.83
164,12:18,34.85,34
164,12:24,33.55,37.33
164,12:30,34.54,38.67
164,12:36,33.93,32.83
164,12:42,32.66,28.5
164,12:48,34.29,29.17
164,12:54,34.53,28
164,13:00,34.5,33.33
164,13:06,34.12,36.33
164,13:12,34.9,34.33
164,13:18,34.76,39.5
164,13:24,34.55,43.17
164,13:30,33.92,44.83
164,13:36,32.91,48.5
164,13:42,33.67,49.5
164,13:48,34.42,47.67
164,13:54,33.85,40
164,14:00,31.59,39.83
164,14:06,34.08,33
164,14:12,34.45,36.83
164,14:18,35.88,38.17
164,14:24,33.68,36.17
164,14:30,33.45,36.33
164,14:36,33.21,38
164,14:42,33.22,34.5
164,14:48,32.36,37.83
164,14:54,33.72,35
164,15:00,34.6,36.33
164,15:06,33.05,33.67
164,15:12,33.74,32.17
164,15:18,32.93,31.83
164,15:24,34.81,34.83
164,15:30,32.62,35
164,15:36,32.58,35.83
164,15:42,30.96,36.33
164,15:48,32.47,34.5
164,15:54,31.93,36
164,16:00,32.73,36.33
164,16:06,33.05,37
164,16:12,33.08,35.33
164,16:18,32.47,35.5
164,16:24,32.42,38.33
164,16:30,32.81,37.67
164,16:36,31.74,36
164,16:42,32.25,39.33
164,16:48,31.88,36.5
164,16:54,31.91,39.83
164,17:00,31.12,47.83
164,17:06,30.83,42.5
164,17:12,29.99,45.33
164,17:18,31.49,41
164,17:24,31.54,33.83
164,17:30,32.39,38.5
164,17:36,31.51,34.83
164,17:42,32.14,41.33
164,17:48,29.64,40.83
164,17:54,31.62,37.83
164,18:00,31.98,38
164,18:06,30.8,36.33
164,18:12,32.8,40.5
164,18:18,31.93,39.17
164,18:24,31.91,41.17
164,18:30,31.8,41.33
164,18:36,32.91,40.83
164,18:42,31.72,43.67
164,18:48,32.27,40.5
164,18:54,33.66,40.33
164,19:00,31.42,40.83
164,19:06,31.84,36.33
164,19:12,30.3,40.67
164,19:18,33.72,36.5
164,19:24,32.05,40
164,19:30,32.17,33.67
164,19:36,32,36.17
164,19:42,32.32,34.33
164,19:48,34,34
164,19:54,31.72,29.33
164,20:00,31.37,30
164,20:06,34.04,24.33
164,20:12,33.7,23.67
164,20:18,33.41,24.67
164,20:24,32.11,26
164,20:30,31.13,25
164,20:36,34.79,19.83
164,20:42,32.07,22.33
164,20:48,35.09,16.83
164,20:54,34.54,17.5
164,21:00,36.33,14.5
164,21:06,34.28,13.83
164,21:12,35.77,12.83
164,21:18,36.37,15.83
164,21:24,36.21,14
164,21:30,38.42,10.83
164,21:36,36.19,9.33
164,21:42,38.46,12.5
164,21:48,36.18,12
164,21:54,37.85,11.67
164,22:00,35.84,9.67
164,22:06,34.61,10.33
164,22:12,34.1,9
164,22:18,38.07,10.17
164,22:24,30.16,7.5
164,22:30,30.77,8
164,22:36,31.56,9.83
164,22:42,33.71,7.67
164,22:48,29.84,9
164,22:54,30.61,9.33
164,23:00,34.79,9
164,23:06,29.97,6.33
164,23:12,29,7.67
164,23:18,31.27,8.5
164,23:24,28.19,8.5
164,23:30,31.88,5
164,23:36,33.82,5.17
164,23:42,33.93,5.5
164,23:48,30.54,5.5
164,23:54,32.27,5
166,00:00,42.61,6.83
166,00:06,41.14,5.5
166,00:12,39.76,8.5
166,00:18,40.48,8.17
166,00:24,33.7,4
166,00:30,40.95,4.67
166,00:36,41.14,4.67
166,00:42,40.36,6
166,00:48,42.7,6
166,00:54,40.5,3.5
166,01:00,42.92,2.83
166,01:06,41.39,2.67
166,01:12,40.69,2.83
166,01:18,39.86,3.67
166,01:24,34.89,3.17
166,01:30,42.78,2.17
166,01:36,29.5,3
166,01:42,40.69,2.17
166,01:48,42.94,2.67
166,01:54,37.5,1.33
166,02:00,40.28,1.67
166,02:06,37.78,2
166,02:12,27.5,1.17
166,02:18,31.25,1.67
166,02:24,40.33,3.5
166,02:30,39.33,2.17
166,02:36,30.56,1.67
166,02:42,43,3
166,02:48,14.17,0.83
166,02:54,36.67,1.5
166,03:00,31.11,1.33
166,03:06,28.33,1.17
166,03:12,35.28,1.17
166,03:18,36.11,2.17
166,03:24,35,1.67
166,03:30,35.83,1.67
166,03:36,44.72,3
166,03:42,41.36,3.5
166,03:48,38.33,2.5
166,03:54,43.82,5
166,04:00,41.57,4.5
166,04:06,41.53,3.83
166,04:12,45.64,3.17
166,04:18,40.58,3.17
166,04:24,42.64,4.67
166,04:30,40.43,5.83
166,04:36,39.7,10.33
166,04:42,44.53,7.33
166,04:48,45.19,9
166,04:54,42.98,7
166,05:00,42.07,5.5
166,05:06,41.68,11
166,05:12,40.86,12.17
166,05:18,40.1,13.17
166,05:24,42.71,14.5
166,05:30,42.2,20.5
166,05:36,41.22,22
166,05:42,40.86,25
166,05:48,42.71,27.5
166,05:54,40.88,26.17
166,06:00,40.57,25.83
166,06:06,39.37,32.33
166,06:12,39.57,37.5
166,06:18,39.95,42.83
166,06:24,41.65,47.5
166,06:30,41.19,48.17
166,06:36,39.09,62.83
166,06:42,40.76,77.83
166,06:48,40.42,95.83
166,06:54,39.16,104.5
166,07:00,40.49,88.33
166,07:06,38.63,85.17
166,07:12,36.99,93.33
166,07:18,38.22,85.67
166,07:24,38.11,81
166,07:30,34.47,83.83
166,07:36,32.03,74.5
166,07:42,33.41,73.67
166,07:48,33.06,65.33
166,07:54,33.63,69.5
166,08:00,37.29,61.33
166,08:06,37.2,67.17
166,08:12,36.19,64.5
166,08:18,35.62,68.17
166,08:24,35.11,69.33
166,08:30,34.37,67.67
166,08:36,36.4,70.83
166,08:42,36.45,77
166,08:48,36.86,77
166,08:54,35.06,86.17
166,09:00,36.34,80.17
166,09:06,34.46,80.83
166,09:12,35.35,80.33
166,09:18,35.6,77.67
166,09:24,34.87,80.67
166,09:30,35.91,71.17
166,09:36,35.81,75
166,09:42,34.88,76
166,09:48,36.45,69.33
166,09:54,36.45,72.5
166,10:00,36.48,65.67
166,10:06,36.81,66.5
166,10:12,35.09,68.17
166,10:18,36.72,61.5
166,10:24,36.8,70.33
166,10:30,36.68,65.33
166,10:36,35.8,74
166,10:42,37.13,70.17
166,10:48,36.86,71.5
166,10:54,36.88,75.83
166,11:00,36.2,69
166,11:06,36.89,79.17
166,11:12,36.98,80
166,11:18,37.24,77.33
166,11:24,35.7,76.67
166,11:30,34.35,83.5
166,11:36,36.01,76.33
166,11:42,35.65,82.33
166,11:48,36.52,78.33
166,11:54,36.16,77.17
166,12:00,38.87,70.5
166,12:06,39.21,80
166,12:12,37.75,80.5
166,12:18,38.75,83.33
166,12:24,38.93,72.67
166,12:30,39.46,63.33
166,12:36,38.27,73.67
166,12:42,39.48,70.17
166,12:48,38.61,60.17
166,12:54,37.89,68.17
166,13:00,39.14,65.17
166,13:06,37.54,60
166,13:12,36.42,72.83
166,13:18,37.65,68.17
166,13:24,36.41,65.67
166,13:30,39.06,75.33
166,13:36,37.35,81.5
166,13:42,38.58,75.33
166,13:48,35.94,79
166,13:54,38.15,75.67
166,14:00,36.41,72.5
166,14:06,37.69,74
166,14:12,35.52,79.83
166,14:18,35.45,92.5
166,14:24,36.61,74
166,14:30,36.16,76.33
166,14:36,35.31,69.17
166,14:42,35.46,75.5
166,14:48,36.37,84.5
166,14:54,34.94,82
166,15:00,36.44,73.33
166,15:06,36.57,76.33
166,15:12,35.72,80.5
166,15:18,36.34,77.33
166,15:24,34.28,85.17
166,15:30,35.34,84
166,15:36,35.48,86.5
166,15:42,36.38,80
166,15:48,36.83,83
166,15:54,34.64,85.67
166,16:00,37,85.83
166,16:06,35.26,88.83
166,16:12,34.71,90.17
166,16:18,32.57,85.67
166,16:24,32.51,82.17
166,16:30,33.66,78.33
166,16:36,34.96,79.17
166,16:42,36.5,82.17
166,16:48,34.84,83.17
166,16:54,33.85,78
166,17:00,33.99,75.83
166,17:06,32.33,84.67
166,17:12,32.82,87.83
166,17:18,35.47,88.33
166,17:24,36.48,76.5
166,17:30,33.91,82
166,17:36,35.6,80.33
166,17:42,34.76,89
166,17:48,35.05,82.17
166,17:54,35.41,85.5
166,18:00,35.39,80
166,18:06,36.14,84.5
166,18:12,35.79,81.33
166,18:18,35.7,85.33
166,18:24,36.32,78.83
166,18:30,35.12,80
166,18:36,34.38,80
166,18:42,36.56,77.17
166,18:48,34.98,78.33
166,18:54,37.07,75.67
166,19:00,36.28,68.83
166,19:06,37.68,78.33
166,19:12,36.74,68
166,19:18,37.93,71.17
166,19:24,37.42,67.33
166,19:30,37.65,67.67
166,19:36,37.14,68.17
166,19:42,39.24,63.5
166,19:48,37.24,61.83
166,19:54,37.71,56.67
166,20:00,38.46,48.17
166,20:06,38.39,51.67
166,20:12,38.33,53.17
166,20:18,40.48,46.67
166,20:24,39.12,38.83
166,20:30,40.48,38.33
166,20:36,39.86,31.83
166,20:42,39.45,30
166,20:48,40.24,26.5
166,20:54,38.61,24
166,21:00,40.34,23.5
166,21:06,40.19,22.33
166,21:12,40.07,24.67
166,21:18,41.12,21.17
166,21:24,40.41,22.67
166,21:30,38.38,18.67
166,21:36,38.7,20.17
166,21:42,38.99,18.33
166,21:48,40.83,23
166,21:54,39.22,18.67
166,22:00,38,22.5
166,22:06,38.68,23.83
166,22:12,39.82,23.5
166,22:18,40.72,22.33
166,22:24,42.02,18.5
166,22:30,41.87,17.83
166,22:36,39.98,15.17
166,22:42,38.81,14.33
166,22:48,38.74,16.5
166,22:54,41.66,13.17
166,23:00,39.65,13.67
166,23:06,37.59,16.67
166,23:12,38.76,13.5
166,23:18,40.79,11.83
166,23:24,42.09,12.5
166,23:30,39.9,10.83
166,23:36,38.5,9.17
166,23:42,41.53,10.33
166,23:48,41.03,7.67
166,23:54,40.73,8
